"Frontier","hosp","ue"
"","Objective-Min","Objective-Min"
"false","400792","385.8"
"false","400837","379.32"
"false","400847","215.3"
"false","400891","365.85"
"false","400926","268.25"
"false","400939","259.82"
"false","400941","256.6"
"false","400941","256.6"
"false","400948","308.87"
"false","400962","271.3"
"false","401005","366.21"
"false","401010","244.75"
"false","401027","396.1"
"false","401027","396.1"
"false","401093","264.4"
"false","401093","264.4"
"false","401095","254.45"
"false","401100","330.04"
"false","401101","359.8"
"false","401112","296.55"
"false","401128","253.75"
"false","401134","342.29"
"false","401136","292.55"
"false","401167","245.5"
"false","401284","276.3"
"false","401324","211.01"
"false","401336","297.7"
"false","401415","274.15"
"false","401439","268.05"
"false","401522","270.75"
"false","401540","246.94"
"false","401567","307.62"
"false","401689","251.55"
"false","401776","283.79"
"false","401979","272.15"
"false","402017","249.1"
"false","402050","383.9"
"false","402149","256.25"
"false","402169","371.72"
"false","402214","255.15"
"false","402248","297.85"
"false","402266","257.97"
"false","402297","277.04"
"false","402328","384.62"
"false","402345","378.32"
"false","402386","266.63"
"false","402414","267.55"
"false","402426","214.3"
"false","402515","365.12"
"false","402522","339.35"
"false","402579","268.5"
"false","402617","387.3"
"false","402644","370.87"
"false","402672","266.64"
"false","402674","247.36"
"false","402711","370.97"
"false","402762","342.2"
"false","402813","260.65"
"false","402873","238.61"
"false","402885","257.69"
"false","402885","257.69"
"false","403089","386.65"
"false","403252","219.25"
"false","403303","253.8"
"false","403338","270.95"
"false","403380","395.81"
"false","403384","355.27"
"false","403386","236.9"
"false","403504","287.3"
"false","403534","373.46"
"false","403662","210.7"
"false","403694","198.56"
"false","403754","236.12"
"false","403806","321.29"
"false","403908","234.05"
"false","403944","378.62"
"false","404040","349.74"
"false","404062","231.12"
"false","404077","212.7"
"false","404093","215.19"
"false","404173","327.05"
"false","404177","279.59"
"false","404235","291.09"
"false","404260","214.65"
"false","404322","256.55"
"false","404364","383.85"
"false","404387","367.32"
"false","404407","344.37"
"false","404496","242.1"
"false","404510","392.9"
"false","404549","389.62"
"false","404576","332.29"
"false","404583","347.42"
"false","404639","222.3"
"false","404706","252.5"
"false","404706","252.5"
"false","404725","242.41"
"false","404829","246"
"false","404885","267.35"
"false","404911","244.43"
"false","404923","374.55"
"false","404938","386.2"
"false","405002","257.25"
"false","405002","257.25"
"false","405063","386.92"
"false","405201","257.25"
"false","405209","304.12"
"false","405212","257.66"
"false","405214","274.55"
"false","405239","310.15"
"false","405271","281.16"
"false","405319","312.17"
"false","405345","288"
"false","405371","205.05"
"false","405505","281.75"
"false","405689","288.32"
"false","405716","378.22"
"false","405769","291.05"
"false","405873","258.41"
"false","405900","342.92"
"false","406010","244.79"
"false","406074","192.97"
"false","406098","297.9"
"false","406257","271.56"
"false","406289","240.05"
"false","406294","303.05"
"false","406302","373.08"
"false","406391","266.74"
"false","406455","261.77"
"false","406474","374.79"
"false","406485","261.71"
"false","406520","264.95"
"false","406520","264.95"
