"date","dailyInfections","dailyHospitalizations","dailyCriticalCare","cumulativeInfections","cumulativeHospitalizations","cumulativeCriticalCare","LDLev","SD","UE","ICU"
2022-03-14,455,18,16,419415,7254,3266,1,0.35,0.25,16.1601060145074
2022-03-15,457,18,16,419539,7256,3267,1,0.35,0.25,15.8298718311896
2022-03-16,466,17,16,419673,7259,3268,1,0.35,0.25,15.5357817911903
2022-03-17,480,17,15,419815,7261,3269,1,0.35,0.25,15.2862956578619
2022-03-18,498,17,15,419965,7263,3270,1,0.35,0.25,15.0862701583428
2022-03-19,519,17,15,420124,7265,3271,1,0.35,0.25,14.9383638747342
2022-03-20,542,17,15,420293,7268,3272,1,0.35,0.25,14.8439237147558
2022-03-21,567,17,15,420471,7270,3273,1,0.35,0.25,14.803550044184
2022-03-22,595,18,15,420659,7273,3274,1,0.35,0.25,14.8174447990942
2022-03-23,625,18,15,420858,7275,3275,1,0.35,0.25,14.8856309509008
2022-03-24,656,18,15,421067,7278,3276,1,0.35,0.25,15.0080860325865
2022-03-25,690,19,15,421289,7281,3278,1,0.35,0.25,15.1848249174414
2022-03-26,726,19,15,421522,7285,3279,1,0.35,0.25,15.4159478944387
2022-03-27,764,20,16,421768,7288,3281,1,0.35,0.25,15.7016716978191
2022-03-28,804,21,16,422028,7291,3282,1,0.35,0.25,16.0423473604135
2022-03-29,847,21,16,422302,7295,3284,1,0.35,0.25,16.4384710533048
2022-03-30,892,22,17,422591,7299,3285,1,0.35,0.25,16.8906926616094
2022-03-31,939,23,17,422896,7303,3287,1,0.35,0.25,17.3998208440966
2022-04-01,990,24,18,423218,7308,3289,1,0.35,0.25,17.9668275529604
2022-04-02,1043,25,19,423557,7312,3291,1,0.35,0.25,18.5928527057812
